parasite,host_harmonized,freq,host_phylum,host_class,host_order,host_family,parasite_type,parasite_speciesLevel,parasite_IsZonotic,parasite_nbStudies
Klebsiella_pneumoniae,Eulemur fulvus,1,Chordata,Mammalia,Primates,Lemuridae,Bacteria,y,y,2
Klebsiella_pneumoniae,Eulemur macaco,1,Chordata,Mammalia,Primates,Lemuridae,Bacteria,y,y,2
Klebsiella_pneumoniae,Eulemur rufus,1,Chordata,Mammalia,Primates,Lemuridae,Bacteria,y,y,2
Klebsiella_pneumoniae,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Gorilla beringei,1,Chordata,Mammalia,Primates,Hominidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Gorilla gorilla,1,Chordata,Mammalia,Primates,Hominidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Mirounga angustirostris,1,Chordata,Mammalia,Carnivora,Phocidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Musca domestica,1,Arthropoda,Insecta,Diptera,Muscidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Nezara viridula,1,Arthropoda,Insecta,Hemiptera,Pentatomidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Oryctes rhinoceros,1,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Papio ursinus,1,Chordata,Mammalia,Primates,Cercopithecidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Phoca vitulina,1,Chordata,Mammalia,Carnivora,Phocidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Phocarctos hookeri,1,Chordata,Mammalia,Carnivora,Otariidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Rupicapra rupicapra,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Sus scrofa,1,Chordata,Mammalia,Artiodactyla,Suidae,Bacteria,y,y,2
Klebsiella_pneumoniae,Zalophus californianus,1,Chordata,Mammalia,Carnivora,Otariidae,Bacteria,y,y,2
Pseudomonas_aeruginosa,Bemisia tabaci,1,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Bison bonasus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Bos taurus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Canis lupus,1,Chordata,Mammalia,Carnivora,Canidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Canis familiaris,1,Chordata,Mammalia,Carnivora,Canidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Capra hircus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Conus leopardus,1,Mollusca,Gastropoda,Neogastropoda,Conidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Conus litteratus,1,Mollusca,Gastropoda,Neogastropoda,Conidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Culex quinquefasciatus,1,Arthropoda,Insecta,Diptera,Culicidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Diabrotica virgifera,1,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Equus caballus,1,Chordata,Mammalia,Perissodactyla,Equidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Halichoerus grypus,1,Chordata,Mammalia,Carnivora,Phocidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Helicoverpa armigera,1,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Hyriopsis cumingii,1,Mollusca,Bivalvia,Unionida,Unionidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Lemur catta,1,Chordata,Mammalia,Primates,Lemuridae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Leptinotarsa decemlineata,1,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Moschus berezovskii,1,Chordata,Mammalia,Artiodactyla,Moschidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Musca domestica,1,Arthropoda,Insecta,Diptera,Muscidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Oryctes rhinoceros,1,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Oryctolagus cuniculus,1,Chordata,Mammalia,Lagomorpha,Leporidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Ostrinia nubilalis,1,Arthropoda,Insecta,Lepidoptera,Crambidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Ovis aries,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Ovis canadensis,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Papio cynocephalus,1,Chordata,Mammalia,Primates,Cercopithecidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Phlebotomus papatasi,1,Arthropoda,Insecta,Diptera,Psychodidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Phoca vitulina,1,Chordata,Mammalia,Carnivora,Phocidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Poekilocerus pictus,1,Arthropoda,Insecta,Orthoptera,Pyrgomorphidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Procyon lotor,1,Chordata,Mammalia,Carnivora,Procyonidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Rhynchophorus ferrugineus,1,Arthropoda,Insecta,Coleoptera,Dryophthoridae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Saccopteryx bilineata,1,Chordata,Mammalia,Chiroptera,Emballonuridae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Solenopsis invicta,1,Arthropoda,Insecta,Hymenoptera,Formicidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Sus scrofa,1,Chordata,Mammalia,Artiodactyla,Suidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Tragelaphus eurycerus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Tragelaphus imberbis,1,Chordata,Mammalia,Artiodactyla,Bovidae,Bacteria,y,y,1
Pseudomonas_aeruginosa,Yunnanacris yunnaneus,1,Arthropoda,Insecta,Orthoptera,Acrididae,Bacteria,y,y,1
Rhabditis_axei,Achatina achatina,1,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Helminth,y,y,1
Rhabditis_axei,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Helminth,y,y,1
Rhabditis_axei,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Rhabditis_axei,Mustela vison,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,y,1
Strongyloides_stercoralis,Achatina achatina,1,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Helminth,y,y,1
Strongyloides_stercoralis,Vulpes lagopus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Strongyloides_stercoralis,Aotus azarae,1,Chordata,Mammalia,Primates,Aotidae,Helminth,y,y,1
Strongyloides_stercoralis,Aotus trivirgatus,1,Chordata,Mammalia,Primates,Aotidae,Helminth,y,y,1
Strongyloides_stercoralis,Ateles geoffroyi,1,Chordata,Mammalia,Primates,Atelidae,Helminth,y,y,1
Strongyloides_stercoralis,Cebuella pygmaea,1,Chordata,Mammalia,Primates,Callitrichidae,Helminth,y,y,1
Strongyloides_stercoralis,Canis aureus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Strongyloides_stercoralis,Canis familiaris,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Strongyloides_stercoralis,Canis lupus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Strongyloides_stercoralis,Cebus capucinus,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Strongyloides_stercoralis,Cercocebus torquatus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Cercopithecus campbelli,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Cercopithecus diana,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Cercopithecus petaurista,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Colobus angolensis,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Piliocolobus badius,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Colobus guereza,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Colobus polykomos,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Erythrocebus patas,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Felis catus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,y,1
Strongyloides_stercoralis,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Helminth,y,y,1
Strongyloides_stercoralis,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Strongyloides_stercoralis,Hoolock hoolock,1,Chordata,Mammalia,Primates,Hylobatidae,Helminth,y,y,1
Strongyloides_stercoralis,Hylobates lar,1,Chordata,Mammalia,Primates,Hylobatidae,Helminth,y,y,1
Strongyloides_stercoralis,Lynx pardinus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,y,1
Strongyloides_stercoralis,Macaca mulatta,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Martes foina,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,y,1
Strongyloides_stercoralis,Meriones unguiculatus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Strongyloides_stercoralis,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Strongyloides_stercoralis,Mustela putorius,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,y,1
Strongyloides_stercoralis,Nasua nasua,1,Chordata,Mammalia,Carnivora,Procyonidae,Helminth,y,y,1
Strongyloides_stercoralis,Mustela vison,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,y,1
Strongyloides_stercoralis,Pan troglodytes,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Strongyloides_stercoralis,Papio cynocephalus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Papio ursinus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Piliocolobus rufomitratus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Piliocolobus tephrosceles,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Pongo pygmaeus,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Strongyloides_stercoralis,Trachypithecus francoisi,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Procolobus verus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Procyon lotor,1,Chordata,Mammalia,Carnivora,Procyonidae,Helminth,y,y,1
Strongyloides_stercoralis,Rhinopithecus roxellana,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Strongyloides_stercoralis,Saguinus labiatus,1,Chordata,Mammalia,Primates,Callitrichidae,Helminth,y,y,1
Strongyloides_stercoralis,Saguinus mystax,1,Chordata,Mammalia,Primates,Callitrichidae,Helminth,y,y,1
Strongyloides_stercoralis,Saimiri boliviensis,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Strongyloides_stercoralis,Saimiri sciureus,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Strongyloides_stercoralis,Sus scrofa,1,Chordata,Mammalia,Artiodactyla,Suidae,Helminth,y,y,1
Strongyloides_stercoralis,Urocyon cinereoargenteus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Strongyloides_stercoralis,Canis alopex,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Schistosoma_mansoni,Achatina achatina,1,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Helminth,y,y,1
Schistosoma_mansoni,Akodon arviculoides,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Akodon cursor,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Alouatta seniculus,1,Chordata,Mammalia,Primates,Atelidae,Helminth,y,y,1
Schistosoma_mansoni,Aotus trivirgatus,1,Chordata,Mammalia,Primates,Aotidae,Helminth,y,y,1
Schistosoma_mansoni,Aotus vociferans,1,Chordata,Mammalia,Primates,Aotidae,Helminth,y,y,1
Schistosoma_mansoni,Arvicanthis niloticus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Ateles belzebuth,1,Chordata,Mammalia,Primates,Atelidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria glabrata,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria alexandrina,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria arabica,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria choanomphala,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria obstructa,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria pfeifferi,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria stanleyi,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria straminea,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria sudanica,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Biomphalaria tenagophila,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,y,1
Schistosoma_mansoni,Necromys lasiurus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Bos taurus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Helminth,y,y,1
Schistosoma_mansoni,Rhinella marina,1,Chordata,Amphibia,Anura,Bufonidae,Helminth,y,y,1
Schistosoma_mansoni,Bulinus forskalii,1,Mollusca,Gastropoda,NA,Bulinidae,Helminth,y,y,1
Schistosoma_mansoni,Bulinus globosus,1,Mollusca,Gastropoda,NA,Bulinidae,Helminth,y,y,1
Schistosoma_mansoni,Plecturocebus brunneus,1,Chordata,Mammalia,Primates,Pitheciidae,Helminth,y,y,1
Schistosoma_mansoni,Calomys callosus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Calomys expulsus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Camelus dromedarius,1,Chordata,Mammalia,Artiodactyla,Camelidae,Helminth,y,y,1
Schistosoma_mansoni,Canis lupus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Schistosoma_mansoni,Canis familiaris,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,y,1
Schistosoma_mansoni,Cavia aperea,1,Chordata,Mammalia,Rodentia,Caviidae,Helminth,y,y,1
Schistosoma_mansoni,Cebus albifrons,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Schistosoma_mansoni,Sapajus apella,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Schistosoma_mansoni,Cercopithecus mitis,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Chlorocebus aethiops,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Colobus guereza,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Didelphis albiventris,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,y,1
Schistosoma_mansoni,Didelphis aurita,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,y,1
Schistosoma_mansoni,Felis catus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,y,1
Schistosoma_mansoni,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Helminth,y,y,1
Schistosoma_mansoni,Holochilus brasiliensis,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Holochilus sciureus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Schistosoma_mansoni,Lepus americanus,1,Chordata,Mammalia,Lagomorpha,Leporidae,Helminth,y,y,1
Schistosoma_mansoni,Lutreolina crassicaudata,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,y,1
Schistosoma_mansoni,Mastomys erythroleucus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Mastomys huberti,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Mastomys natalensis,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Meriones unguiculatus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Mesocricetus auratus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Nectomys rattus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Nectomys squamipes,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Mustela vison,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,y,1
Schistosoma_mansoni,Oncomelania hupensis,1,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Helminth,y,y,1
Schistosoma_mansoni,Oryctolagus cuniculus,1,Chordata,Mammalia,Lagomorpha,Leporidae,Helminth,y,y,1
Schistosoma_mansoni,Hylaeamys laticeps,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Sooretamys angouya,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Cerradomys subflavus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Oligoryzomys eliurus,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Otolemur crassicaudatus,1,Chordata,Mammalia,Primates,Galagidae,Helminth,y,y,1
Schistosoma_mansoni,Oxymycterus angularis,1,Chordata,Mammalia,Rodentia,Cricetidae,Helminth,y,y,1
Schistosoma_mansoni,Pan troglodytes,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,y,1
Schistosoma_mansoni,Papio anubis,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Papio cynocephalus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Papio hamadryas,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Papio papio,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Papio ursinus,1,Chordata,Mammalia,Primates,Cercopithecidae,Helminth,y,y,1
Schistosoma_mansoni,Bulinus africanus,1,Mollusca,Gastropoda,NA,Bulinidae,Helminth,y,y,1
Schistosoma_mansoni,Rattus norvegicus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Rattus rattus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,y,1
Schistosoma_mansoni,Leontocebus fuscicollis,1,Chordata,Mammalia,Primates,Callitrichidae,Helminth,y,y,1
Schistosoma_mansoni,Saimiri sciureus,1,Chordata,Mammalia,Primates,Cebidae,Helminth,y,y,1
Crenosoma_vulpis,Achatina achatina,1,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Helminth,y,n,1
Crenosoma_vulpis,Vulpes lagopus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Arianta arbustorum,1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helminth,y,n,1
Crenosoma_vulpis,Arion circumscriptus,1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Helminth,y,n,1
Crenosoma_vulpis,Arion hortensis,1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Helminth,y,n,1
Crenosoma_vulpis,Arion intermedius,1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Helminth,y,n,1
Crenosoma_vulpis,Canis familiaris,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Canis latrans,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Canis lupus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Cepaea hortensis,1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helminth,y,n,1
Crenosoma_vulpis,Cepaea nemoralis,1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helminth,y,n,1
Crenosoma_vulpis,Erinaceus europaeus,1,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Helminth,y,n,1
Crenosoma_vulpis,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Helminth,y,n,1
Crenosoma_vulpis,Helix pomatia,1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helminth,y,n,1
Crenosoma_vulpis,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae,Helminth,y,n,1
Crenosoma_vulpis,Lutra lutra,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,n,1
Crenosoma_vulpis,Martes foina,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,n,1
Crenosoma_vulpis,Mustela vison,1,Chordata,Mammalia,Carnivora,Mustelidae,Helminth,y,n,1
Crenosoma_vulpis,Nyctereutes procyonoides,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Succinea putris,1,Mollusca,Gastropoda,Stylommatophora,Succineidae,Helminth,y,n,1
Crenosoma_vulpis,Triodopsis albolabris,1,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Helminth,y,n,1
Crenosoma_vulpis,Urocyon cinereoargenteus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Ursus americanus,1,Chordata,Mammalia,Carnivora,Ursidae,Helminth,y,n,1
Crenosoma_vulpis,Vulpes vulpes,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Crenosoma_vulpis,Zonitoides nitidus,1,Mollusca,Gastropoda,Stylommatophora,Gastrodontidae,Helminth,y,n,1
Cruzia_tentaculata,Capra hircus,1,Chordata,Mammalia,Artiodactyla,Bovidae,Helminth,y,n,1
Cruzia_tentaculata,Chaetophractus vellerosus,1,Chordata,Mammalia,Cingulata,Dasypodidae,Helminth,y,n,1
Cruzia_tentaculata,Chironectes minimus,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Didelphis albiventris,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Didelphis aurita,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Didelphis marsupialis,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Metachirus nudicaudatus,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Didelphis virginiana,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Cruzia_tentaculata,Euphractus sexcinctus,1,Chordata,Mammalia,Cingulata,Dasypodidae,Helminth,y,n,1
Cruzia_tentaculata,Philander opossum,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,Helminth,y,n,1
Oslerus_osleri,Canis familiaris,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Oslerus_osleri,Canis latrans,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Oslerus_osleri,Canis lupus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Oslerus_osleri,Chrysocyon brachyurus,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Oslerus_osleri,Prionailurus bengalensis,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,n,1
Oslerus_osleri,Felis catus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,n,1
Oslerus_osleri,Vulpes vulpes,1,Chordata,Mammalia,Carnivora,Canidae,Helminth,y,n,1
Oslerus_rostratus,Lissachatina fulica,1,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Helminth,y,n,1
Oslerus_rostratus,Biomphalaria glabrata,1,Mollusca,Gastropoda,NA,Planorbidae,Helminth,y,n,1
Oslerus_rostratus,Bradybaena similaris,1,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Helminth,y,n,1
Oslerus_rostratus,Felis catus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,n,1
Oslerus_rostratus,Gallus gallus,1,Chordata,Aves,Galliformes,Phasianidae,Helminth,y,n,1
Oslerus_rostratus,Laevicaulis alte,1,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Helminth,y,n,1
Oslerus_rostratus,Limax maximus,1,Mollusca,Gastropoda,Stylommatophora,Limacidae,Helminth,y,n,1
Oslerus_rostratus,Lynx rufus,1,Chordata,Mammalia,Carnivora,Felidae,Helminth,y,n,1
Oslerus_rostratus,Monacha syriaca,1,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Helminth,y,n,1
Oslerus_rostratus,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,n,1
Oslerus_rostratus,Rattus rattus,1,Chordata,Mammalia,Rodentia,Muridae,Helminth,y,n,1
Oslerus_rostratus,Theba pisana,1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helminth,y,n,1
Rhabditis_terricola,Dendroctonus terebrans,1,Arthropoda,Insecta,Coleoptera,Curculionidae,Helminth,y,n,1
